task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Create Purchase Requisition,459,Christian Francois,Create Purchase Requisition,Christian Francois,Fluxicon Disco,Variant 33,33,2011-03-08T04:28:00.000,2011-03-08T04:12:00.000
Create Request for Quotation,459,Esmana Liubiata,Create Request for Quotation,Esmana Liubiata,Fluxicon Disco,Variant 33,33,2011-03-08T05:18:00.000,2011-03-08T05:12:00.000
Analyze Request for Quotation,459,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-03-11T21:43:00.000,2011-03-11T21:10:00.000
Amend Request for Quotation,459,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Fluxicon Disco,Variant 33,33,2011-03-11T22:56:00.000,2011-03-11T22:42:00.000
Analyze Request for Quotation,459,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 33,33,2011-03-17T18:09:00.000,2011-03-17T17:50:00.000
Amend Request for Quotation,459,Anne Olwada,Amend Request for Quotation,Anne Olwada,Fluxicon Disco,Variant 33,33,2011-03-17T19:03:00.000,2011-03-17T18:53:00.000
Analyze Request for Quotation,459,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-03-18T20:26:00.000,2011-03-18T19:38:00.000
Amend Request for Quotation,459,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Fluxicon Disco,Variant 33,33,2011-03-18T21:37:00.000,2011-03-18T21:22:00.000
Analyze Request for Quotation,459,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 33,33,2011-03-29T22:58:00.000,2011-03-29T22:46:00.000
Amend Request for Quotation,459,Kim Passa,Amend Request for Quotation,Kim Passa,Fluxicon Disco,Variant 33,33,2011-03-30T00:06:00.000,2011-03-30T00:01:00.000
Analyze Request for Quotation,459,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-03-30T03:30:00.000,2011-03-30T03:22:00.000
Amend Request for Quotation,459,Maris Freeman,Amend Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 33,33,2011-03-30T20:05:00.000,2011-03-30T19:45:00.000
Analyze Request for Quotation,459,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-04-29T03:12:00.000,2011-04-29T02:44:00.000
Amend Request for Quotation,459,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Fluxicon Disco,Variant 33,33,2011-04-29T04:08:00.000,2011-04-29T03:59:00.000
Analyze Request for Quotation,459,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 33,33,2011-05-15T18:05:00.000,2011-05-15T17:37:00.000
Send Request for Quotation to Supplier,459,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 33,33,2011-05-16T10:29:00.000,2011-05-16T09:58:00.000
Create Quotation comparison Map,459,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 33,33,2011-05-16T12:13:00.000,2011-05-16T11:06:00.000
Analyze Quotation Comparison Map,459,Alberto Duport,Analyze Quotation Comparison Map,Alberto Duport,Fluxicon Disco,Variant 33,33,2011-05-16T19:19:00.000,2011-05-16T18:47:00.000
Choose best option,459,Clement Duchot,Choose best option,Clement Duchot,Fluxicon Disco,Variant 33,33,2011-05-16T19:19:00.000,2011-05-16T19:19:00.000
Settle Conditions With Supplier,459,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-05-17T07:41:00.000,2011-05-16T22:37:00.000
Create Purchase Order,459,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-05-17T14:33:00.000,2011-05-17T14:27:00.000
Confirm Purchase Order,459,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 33,33,2011-05-20T07:59:00.000,2011-05-20T07:33:00.000
Deliver Goods Services,459,Karen Clarens,Deliver Goods Services,Karen Clarens,Fluxicon Disco,Variant 33,33,2011-05-25T16:31:00.000,2011-05-25T11:08:00.000
Release Purchase Order,459,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Fluxicon Disco,Variant 33,33,2011-05-25T23:41:00.000,2011-05-25T23:40:00.000
Approve Purchase Order for payment,459,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 33,33,2011-05-26T21:42:00.000,2011-05-26T21:41:00.000
Send Invoice,459,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 33,33,2011-05-28T08:40:00.000,2011-05-28T08:40:00.000
Release Supplier's Invoice,459,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 33,33,2011-05-28T23:02:00.000,2011-05-28T22:57:00.000
Authorize Supplier's Invoice payment,459,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 33,33,2011-05-28T23:02:00.000,2011-05-28T23:02:00.000
Pay Invoice,459,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 33,33,2011-05-28T23:36:00.000,2011-05-28T23:24:00.000
Create Purchase Requisition,46,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 21,21,2011-01-06T09:01:00.000,2011-01-06T08:10:00.000
Create Request for Quotation,46,Miu Hanwan,Create Request for Quotation,Miu Hanwan,Fluxicon Disco,Variant 21,21,2011-01-06T11:27:00.000,2011-01-06T11:17:00.000
Analyze Request for Quotation,46,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 21,21,2011-01-06T21:18:00.000,2011-01-06T20:53:00.000
Amend Request for Quotation,46,Tesca Lobes,Amend Request for Quotation,Tesca Lobes,Fluxicon Disco,Variant 21,21,2011-01-06T22:21:00.000,2011-01-06T22:07:00.000
Analyze Request for Quotation,46,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 21,21,2011-01-08T09:39:00.000,2011-01-08T09:34:00.000
Amend Request for Quotation,46,Clement Duchot,Amend Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 21,21,2011-01-08T10:36:00.000,2011-01-08T10:26:00.000
Analyze Request for Quotation,46,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 21,21,2011-01-12T12:42:00.000,2011-01-12T12:09:00.000
Amend Request for Quotation,46,Anne Olwada,Amend Request for Quotation,Anne Olwada,Fluxicon Disco,Variant 21,21,2011-01-12T13:36:00.000,2011-01-12T13:25:00.000
Analyze Request for Quotation,46,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 21,21,2011-01-12T16:05:00.000,2011-01-12T15:38:00.000
Amend Request for Quotation,46,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Fluxicon Disco,Variant 21,21,2011-01-12T17:01:00.000,2011-01-12T16:52:00.000
Analyze Request for Quotation,46,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 21,21,2011-01-12T19:26:00.000,2011-01-12T19:04:00.000
Send Request for Quotation to Supplier,46,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 21,21,2011-01-13T04:07:00.000,2011-01-13T03:55:00.000
Create Quotation comparison Map,46,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 21,21,2011-01-13T09:34:00.000,2011-01-13T06:44:00.000
Analyze Quotation Comparison Map,46,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 21,21,2011-01-13T16:33:00.000,2011-01-13T16:04:00.000
Choose best option,46,Elvira Lores,Choose best option,Elvira Lores,Fluxicon Disco,Variant 21,21,2011-01-13T16:33:00.000,2011-01-13T16:33:00.000
Settle Conditions With Supplier,46,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 21,21,2011-01-14T05:59:00.000,2011-01-13T21:36:00.000
Create Purchase Order,46,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 21,21,2011-01-14T15:50:00.000,2011-01-14T15:41:00.000
Confirm Purchase Order,46,Karen Clarens,Confirm Purchase Order,Karen Clarens,Fluxicon Disco,Variant 21,21,2011-01-16T13:01:00.000,2011-01-16T12:43:00.000
Deliver Goods Services,46,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 21,21,2011-01-17T16:10:00.000,2011-01-17T02:52:00.000
Release Purchase Order,46,Clement Duchot,Release Purchase Order,Clement Duchot,Fluxicon Disco,Variant 21,21,2011-01-17T23:45:00.000,2011-01-17T23:44:00.000
Approve Purchase Order for payment,46,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 21,21,2011-01-19T00:01:00.000,2011-01-19T00:00:00.000
Send Invoice,46,Sean Manney,Send Invoice,Sean Manney,Fluxicon Disco,Variant 21,21,2011-01-21T02:29:00.000,2011-01-21T02:29:00.000
Release Supplier's Invoice,46,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 21,21,2011-01-21T17:01:00.000,2011-01-21T16:56:00.000
Authorize Supplier's Invoice payment,46,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 21,21,2011-01-21T17:01:00.000,2011-01-21T17:01:00.000
Pay Invoice,46,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 21,21,2011-01-21T17:42:00.000,2011-01-21T17:34:00.000
Create Purchase Requisition,461,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 2,2,2011-03-08T15:26:00.000,2011-03-08T14:56:00.000
Create Request for Quotation,461,Tesca Lobes,Create Request for Quotation,Tesca Lobes,Fluxicon Disco,Variant 2,2,2011-03-08T23:19:00.000,2011-03-08T23:08:00.000
Analyze Request for Quotation,461,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-03-09T09:25:00.000,2011-03-09T09:14:00.000
Send Request for Quotation to Supplier,461,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-10T22:14:00.000,2011-03-10T21:51:00.000
Create Quotation comparison Map,461,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-11T12:46:00.000,2011-03-11T07:38:00.000
Analyze Quotation Comparison Map,461,Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,Fluxicon Disco,Variant 2,2,2011-03-11T19:36:00.000,2011-03-11T19:25:00.000
Choose best option,461,Miu Hanwan,Choose best option,Miu Hanwan,Fluxicon Disco,Variant 2,2,2011-03-11T19:36:00.000,2011-03-11T19:36:00.000
Settle Conditions With Supplier,461,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-03-14T05:21:00.000,2011-03-13T20:04:00.000
Create Purchase Order,461,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-03-14T06:19:00.000,2011-03-14T06:12:00.000
Confirm Purchase Order,461,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 2,2,2011-03-15T07:48:00.000,2011-03-15T07:15:00.000
Deliver Goods Services,461,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 2,2,2011-03-17T20:55:00.000,2011-03-15T23:42:00.000
Release Purchase Order,461,Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Fluxicon Disco,Variant 2,2,2011-03-18T04:34:00.000,2011-03-18T04:33:00.000
Approve Purchase Order for payment,461,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-03-19T03:07:00.000,2011-03-19T03:06:00.000
Send Invoice,461,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 2,2,2011-03-23T19:04:00.000,2011-03-23T19:04:00.000
Release Supplier's Invoice,461,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-24T09:29:00.000,2011-03-24T09:27:00.000
Authorize Supplier's Invoice payment,461,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-24T09:29:00.000,2011-03-24T09:29:00.000
Pay Invoice,461,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-24T09:48:00.000,2011-03-24T09:39:00.000
Create Purchase Requisition,462,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 2,2,2011-03-08T16:17:00.000,2011-03-08T15:49:00.000
Create Request for Quotation,462,Christian Francois,Create Request for Quotation,Christian Francois,Fluxicon Disco,Variant 2,2,2011-03-08T20:57:00.000,2011-03-08T20:48:00.000
Analyze Request for Quotation,462,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-03-09T07:26:00.000,2011-03-09T07:03:00.000
Send Request for Quotation to Supplier,462,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-09T10:12:00.000,2011-03-09T09:47:00.000
Create Quotation comparison Map,462,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-09T14:48:00.000,2011-03-09T10:43:00.000
Analyze Quotation Comparison Map,462,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 2,2,2011-03-09T22:02:00.000,2011-03-09T21:49:00.000
Choose best option,462,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Fluxicon Disco,Variant 2,2,2011-03-09T22:02:00.000,2011-03-09T22:02:00.000
Settle Conditions With Supplier,462,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-10T08:44:00.000,2011-03-10T01:17:00.000
Create Purchase Order,462,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-10T21:24:00.000,2011-03-10T21:16:00.000
Confirm Purchase Order,462,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 2,2,2011-03-11T04:04:00.000,2011-03-11T03:59:00.000
Deliver Goods Services,462,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Fluxicon Disco,Variant 2,2,2011-03-14T19:45:00.000,2011-03-14T13:07:00.000
Release Purchase Order,462,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 2,2,2011-03-15T03:48:00.000,2011-03-15T03:47:00.000
Approve Purchase Order for payment,462,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-03-15T14:47:00.000,2011-03-15T14:46:00.000
Send Invoice,462,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 2,2,2011-03-15T22:23:00.000,2011-03-15T22:23:00.000
Release Supplier's Invoice,462,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-16T12:54:00.000,2011-03-16T12:48:00.000
Authorize Supplier's Invoice payment,462,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-16T12:54:00.000,2011-03-16T12:54:00.000
Pay Invoice,462,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 2,2,2011-03-16T13:08:00.000,2011-03-16T13:02:00.000
Create Purchase Requisition,467,Christian Francois,Create Purchase Requisition,Christian Francois,Fluxicon Disco,Variant 7,7,2011-03-09T01:20:00.000,2011-03-09T00:59:00.000
Analyze Purchase Requisition,467,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 7,7,2011-03-09T15:12:00.000,2011-03-09T15:08:00.000
Create Request for Quotation,467,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 7,7,2011-03-09T15:19:00.000,2011-03-09T15:18:00.000
Analyze Request for Quotation,467,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 7,7,2011-03-14T13:25:00.000,2011-03-14T13:13:00.000
Send Request for Quotation to Supplier,467,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 7,7,2011-03-14T16:46:00.000,2011-03-14T16:17:00.000
Create Quotation comparison Map,467,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 7,7,2011-03-15T04:29:00.000,2011-03-14T23:49:00.000
Analyze Quotation Comparison Map,467,Alberto Duport,Analyze Quotation Comparison Map,Alberto Duport,Fluxicon Disco,Variant 7,7,2011-03-15T11:27:00.000,2011-03-15T11:04:00.000
Choose best option,467,Tesca Lobes,Choose best option,Tesca Lobes,Fluxicon Disco,Variant 7,7,2011-03-15T11:27:00.000,2011-03-15T11:27:00.000
Settle Conditions With Supplier,467,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-03-16T01:06:00.000,2011-03-15T15:42:00.000
Create Purchase Order,467,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 7,7,2011-03-16T07:32:00.000,2011-03-16T07:22:00.000
Confirm Purchase Order,467,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 7,7,2011-03-16T17:31:00.000,2011-03-16T16:59:00.000
Deliver Goods Services,467,Kiu Kan,Deliver Goods Services,Kiu Kan,Fluxicon Disco,Variant 7,7,2011-03-19T14:39:00.000,2011-03-18T06:25:00.000
Release Purchase Order,467,Alberto Duport,Release Purchase Order,Alberto Duport,Fluxicon Disco,Variant 7,7,2011-03-19T22:25:00.000,2011-03-19T22:24:00.000
Approve Purchase Order for payment,467,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 7,7,2011-03-20T01:33:00.000,2011-03-20T01:32:00.000
Send Invoice,467,Esmeralda Clay,Send Invoice,Esmeralda Clay,Fluxicon Disco,Variant 7,7,2011-03-24T11:40:00.000,2011-03-24T11:40:00.000
Release Supplier's Invoice,467,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 7,7,2011-03-25T01:57:00.000,2011-03-25T01:54:00.000
Settle Dispute With Supplier,467,Pedro Alvares,Settle Dispute With Supplier,Pedro Alvares,Fluxicon Disco,Variant 7,7,2011-03-25T02:42:00.000,2011-03-25T02:28:00.000
Authorize Supplier's Invoice payment,467,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 7,7,2011-03-25T02:42:00.000,2011-03-25T02:42:00.000
Pay Invoice,467,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 7,7,2011-03-25T03:36:00.000,2011-03-25T03:23:00.000
Create Purchase Requisition,47,Anne Olwada,Create Purchase Requisition,Anne Olwada,Fluxicon Disco,Variant 1,1,2011-01-06T10:50:00.000,2011-01-06T10:32:00.000
Analyze Purchase Requisition,47,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-06T22:25:00.000,2011-01-06T22:17:00.000
Create Request for Quotation,47,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 1,1,2011-01-06T22:36:00.000,2011-01-06T22:33:00.000
Analyze Request for Quotation,47,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-07T04:16:00.000,2011-01-07T03:50:00.000
Send Request for Quotation to Supplier,47,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-09T09:24:00.000,2011-01-09T08:56:00.000
Create Quotation comparison Map,47,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-10T10:52:00.000,2011-01-10T07:43:00.000
Analyze Quotation Comparison Map,47,Elvira Lores,Analyze Quotation Comparison Map,Elvira Lores,Fluxicon Disco,Variant 1,1,2011-01-10T17:57:00.000,2011-01-10T17:36:00.000
Choose best option,47,Clement Duchot,Choose best option,Clement Duchot,Fluxicon Disco,Variant 1,1,2011-01-10T17:57:00.000,2011-01-10T17:57:00.000
Settle Conditions With Supplier,47,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-11T13:05:00.000,2011-01-11T06:27:00.000
Create Purchase Order,47,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-12T09:50:00.000,2011-01-12T09:41:00.000
Confirm Purchase Order,47,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-01-12T17:47:00.000,2011-01-12T17:21:00.000
Deliver Goods Services,47,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 1,1,2011-01-15T05:18:00.000,2011-01-14T12:04:00.000
Release Purchase Order,47,Miu Hanwan,Release Purchase Order,Miu Hanwan,Fluxicon Disco,Variant 1,1,2011-01-15T12:36:00.000,2011-01-15T12:35:00.000
Approve Purchase Order for payment,47,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-16T00:03:00.000,2011-01-16T00:02:00.000
Send Invoice,47,Esmeralda Clay,Send Invoice,Esmeralda Clay,Fluxicon Disco,Variant 1,1,2011-01-17T06:09:00.000,2011-01-17T06:09:00.000
Release Supplier's Invoice,47,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-17T20:38:00.000,2011-01-17T20:35:00.000
Authorize Supplier's Invoice payment,47,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 1,1,2011-01-17T20:38:00.000,2011-01-17T20:38:00.000
Pay Invoice,47,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-17T21:35:00.000,2011-01-17T21:28:00.000
Create Purchase Requisition,470,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Fluxicon Disco,Variant 12,12,2011-03-09T05:11:00.000,2011-03-09T04:20:00.000
Analyze Purchase Requisition,470,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 12,12,2011-03-09T22:38:00.000,2011-03-09T22:31:00.000
Create Request for Quotation,470,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 12,12,2011-03-09T22:44:00.000,2011-03-09T22:42:00.000
Analyze Request for Quotation,470,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 12,12,2011-03-13T18:59:00.000,2011-03-13T18:30:00.000
Amend Request for Quotation,470,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 12,12,2011-03-14T11:14:00.000,2011-03-14T10:58:00.000
Analyze Request for Quotation,470,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 12,12,2011-03-14T14:49:00.000,2011-03-14T14:04:00.000
Create Purchase Requisition,48,Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Fluxicon Disco,Variant 30,30,2011-01-06T12:03:00.000,2011-01-06T11:46:00.000
Analyze Purchase Requisition,48,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 30,30,2011-01-07T01:09:00.000,2011-01-07T01:01:00.000
Create Request for Quotation,48,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 30,30,2011-01-07T01:17:00.000,2011-01-07T01:15:00.000
Analyze Request for Quotation,48,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 30,30,2011-01-07T03:39:00.000,2011-01-07T03:29:00.000
Amend Request for Quotation,48,Miu Hanwan,Amend Request for Quotation,Miu Hanwan,Fluxicon Disco,Variant 30,30,2011-01-07T04:35:00.000,2011-01-07T04:23:00.000
Analyze Request for Quotation,48,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 30,30,2011-01-07T11:01:00.000,2011-01-07T10:30:00.000
Amend Request for Quotation,48,Alberto Duport,Amend Request for Quotation,Alberto Duport,Fluxicon Disco,Variant 30,30,2011-01-07T12:13:00.000,2011-01-07T11:59:00.000
Analyze Request for Quotation,48,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 30,30,2011-01-07T14:27:00.000,2011-01-07T13:53:00.000
Send Request for Quotation to Supplier,48,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 30,30,2011-01-08T10:33:00.000,2011-01-08T10:06:00.000
Create Quotation comparison Map,48,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 30,30,2011-01-09T04:48:00.000,2011-01-09T01:03:00.000
Analyze Quotation Comparison Map,48,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 30,30,2011-01-09T12:07:00.000,2011-01-09T11:47:00.000
Choose best option,48,Miu Hanwan,Choose best option,Miu Hanwan,Fluxicon Disco,Variant 30,30,2011-01-09T12:07:00.000,2011-01-09T12:07:00.000
Settle Conditions With Supplier,48,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 30,30,2011-01-09T21:13:00.000,2011-01-09T15:49:00.000
Create Purchase Order,48,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 30,30,2011-01-09T21:51:00.000,2011-01-09T21:41:00.000
Confirm Purchase Order,48,Karen Clarens,Confirm Purchase Order,Karen Clarens,Fluxicon Disco,Variant 30,30,2011-01-10T06:50:00.000,2011-01-10T06:23:00.000
Deliver Goods Services,48,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 30,30,2011-01-11T06:12:00.000,2011-01-11T02:27:00.000
Release Purchase Order,48,Miu Hanwan,Release Purchase Order,Miu Hanwan,Fluxicon Disco,Variant 30,30,2011-01-11T14:21:00.000,2011-01-11T14:20:00.000
Approve Purchase Order for payment,48,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 30,30,2011-01-12T08:01:00.000,2011-01-12T08:00:00.000
Send Invoice,48,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 30,30,2011-01-16T02:09:00.000,2011-01-16T02:09:00.000
Release Supplier's Invoice,48,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 30,30,2011-01-16T16:41:00.000,2011-01-16T16:34:00.000
Settle Dispute With Supplier,48,Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,Fluxicon Disco,Variant 30,30,2011-01-16T17:10:00.000,2011-01-16T16:51:00.000
Authorize Supplier's Invoice payment,48,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 30,30,2011-01-16T17:10:00.000,2011-01-16T17:10:00.000
Pay Invoice,48,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 30,30,2011-01-16T18:12:00.000,2011-01-16T18:01:00.000
